,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_time_sec,segment_id
131,963302,0.3414,-0.1884,0.8576,-1.9688,-3.3163,-0.4988,1000.8062,hard_decel,24.96,2.7,1
132,963362,0.3538,-0.0669,0.965,4.2613,-3.8063,0.735,1000.8425,hard_decel,25.02,2.76,1
133,963422,0.2905,0.0341,0.7144,-1.4088,-3.6662,-0.0088,1000.8625,hard_decel,25.08,2.82,1
134,963482,0.3402,0.04,0.9414,-3.36,2.5287,0.315,1000.8762,hard_decel,25.14,2.88,1
135,963542,0.3179,0.0304,0.9177,-2.135,4.7512,-0.7175,1000.8765,hard_decel,25.2,2.94,1
136,963602,0.2657,-0.1039,0.8377,-1.2687,-0.6913,-0.7788,1000.9124,hard_decel,25.26,3.0,1
137,963662,0.3778,-0.0818,0.9884,2.1263,0.1138,-0.8225,1000.9336,hard_decel,25.32,3.06,1
138,963722,0.3437,0.0367,0.9203,0.595,0.98,-0.6737,1000.9402,hard_decel,25.38,3.12,1
139,963782,0.4189,0.1138,1.0667,1.085,-0.0525,-0.0262,1000.9631,hard_decel,25.44,3.18,1
140,963842,0.413,0.0894,0.9748,-0.4288,-1.9512,-0.1663,1000.9834,hard_decel,25.5,3.24,1
141,963902,0.3191,-0.0163,0.8231,-2.6425,-2.3625,-0.4375,1000.9934,hard_decel,25.56,3.3,1
142,963962,0.3591,-0.0559,0.8818,-2.73,-1.4963,-0.35,1001.0042,hard_decel,25.62,3.36,1
143,964022,0.4184,0.0268,0.9494,0.9975,-2.3363,-0.4725,1001.0222,hard_decel,25.68,3.42,1
144,964082,0.4119,0.0794,0.9279,-0.4988,-0.2887,-0.8138,1001.0286,hard_decel,25.74,3.48,1
145,964142,0.4058,0.0239,1.1671,1.61,1.0063,-0.4462,1001.0371,hard_decel,25.8,3.54,1
146,964202,0.5422,-0.0098,1.1377,1.12,1.6888,-0.5337,1001.0588,hard_decel,25.86,3.6,1
147,964262,0.4162,-0.0037,1.0206,-1.1025,-0.6825,-0.105,1001.0701,hard_decel,25.92,3.66,1
148,964322,0.4026,0.1204,1.0078,-1.3737,-0.3413,-0.5163,1001.0674,hard_decel,25.98,3.72,1
149,964382,0.2755,-0.1545,0.8394,-0.4288,-4.5237,0.0613,1001.0833,hard_decel,26.04,3.78,1
150,964442,0.4363,-0.0439,1.0033,-1.0325,-1.225,0.1138,1001.103,hard_decel,26.1,3.84,1
151,964502,0.4089,-0.0013,1.1434,-1.0063,2.1263,0.1575,1001.1233,hard_decel,26.16,3.9,1
152,964562,0.3323,-0.0342,0.9973,-1.8987,0.735,0.2013,1001.1426,hard_decel,26.22,3.96,1
153,964622,0.4491,0.0437,1.0634,-0.1225,0.07,0.63,1001.1572,hard_decel,26.28,4.02,1
154,964682,0.3372,0.0545,1.0135,-0.3237,0.2713,0.4638,1001.1746,hard_decel,26.34,4.08,1
155,964742,0.3628,-0.0025,0.9068,0.4812,0.35,0.0437,1001.1799,hard_decel,26.4,4.14,1
156,964802,0.2898,0.0268,0.822,-3.1237,1.61,0.385,1001.1985,hard_decel,26.46,4.2,1
157,964862,0.4556,-0.0525,1.2201,-3.7362,5.1013,0.5688,1001.2117,hard_decel,26.52,4.26,1
158,964922,0.4446,-0.0073,1.0164,3.0187,-0.35,1.6363,1001.2197,hard_decel,26.58,4.32,1
159,964982,0.429,-0.0051,1.1674,0.0962,1.1287,1.2075,1001.2151,hard_decel,26.64,4.38,1
160,965042,0.3192,0.0005,0.9912,2.4675,0.5512,0.6913,1001.2288,hard_decel,26.7,4.44,1
161,965102,0.3298,-0.0778,0.8597,-0.105,-4.0775,0.5688,1001.2471,hard_decel,26.76,4.5,1
162,965162,0.2725,0.1132,1.0246,4.3575,-1.8375,0.8925,1001.2485,hard_decel,26.82,4.56,1
163,965222,0.3711,-0.0285,0.9784,-1.9075,0.28,0.4638,1001.2593,hard_decel,26.88,4.62,1
164,965282,0.3236,0.0825,1.0404,-2.4325,1.9162,1.1375,1001.2751,hard_decel,26.94,4.68,1
165,965342,0.2845,-0.0285,0.9072,-1.8987,2.9838,0.7262,1001.2849,hard_decel,27.0,4.74,1
166,965402,0.3357,0.1105,0.987,-2.4325,0.2537,0.0962,1001.2896,hard_decel,27.06,4.8,1
167,965462,0.3563,0.0644,1.086,-1.435,1.3913,0.4725,1001.3115,hard_decel,27.12,4.86,1
168,965522,0.3134,-0.0954,1.0365,0.6737,2.1875,-0.2887,1001.3159,hard_decel,27.18,4.92,1
169,965582,0.2706,-0.0612,0.9182,-0.4462,2.6688,0.0175,1001.3071,hard_decel,27.24,4.98,1
170,965642,0.3848,-0.0662,0.983,3.3425,1.5137,-0.175,1001.3198,hard_decel,27.3,5.04,1
171,965702,0.3851,0.0437,1.0738,0.3237,-0.0262,0.4725,1001.3381,hard_decel,27.36,5.1,1
172,965762,0.3054,0.0578,0.9606,-0.3675,-1.715,0.6562,1001.3398,hard_decel,27.42,5.16,1
173,965822,0.3027,0.0289,0.9402,-0.9712,-0.2275,0.8925,1001.3428,hard_decel,27.48,5.22,1
174,965882,0.3013,-0.0288,0.9736,-1.2075,0.8487,0.3762,1001.3562,hard_decel,27.54,5.28,1
175,965942,0.3089,0.0209,1.0024,-1.4875,-1.7763,0.5075,1001.3494,hard_decel,27.6,5.34,1
176,966002,0.1638,0.0004,0.9367,-1.8463,-1.1463,0.4812,1001.3525,hard_decel,27.66,5.4,1
177,966062,0.2256,0.0024,0.9697,-0.9625,1.0237,0.2013,1001.3567,hard_decel,27.72,5.46,1
178,966122,0.2058,-0.0105,0.9758,-1.12,-0.1575,0.7175,1001.3599,hard_decel,27.78,5.52,1
179,966182,0.1745,-0.002,1.003,0.0437,0.8925,-0.1225,1001.3474,hard_decel,27.84,5.58,1
180,966242,0.1225,0.0203,0.967,0.91,1.5225,0.4812,1001.3625,hard_decel,27.9,5.64,1
181,966302,0.0063,-0.0465,0.9246,0.91,-0.0962,0.5688,1001.3638,hard_decel,27.96,5.7,1
182,966362,0.0532,-0.0468,0.9919,0.105,0.6825,0.3587,1001.3662,hard_decel,28.02,5.76,1
183,966422,0.0686,0.0138,1.0345,0.2713,0.2713,0.2362,1001.3601,hard_decel,28.08,5.82,1
184,966482,0.0895,0.0242,1.0781,-0.84,1.6363,0.2537,1001.3652,hard_decel,28.14,5.88,1
185,966542,0.0696,-0.0423,0.9781,1.0938,-0.105,0.0088,1001.3848,hard_decel,28.2,5.94,1
186,966602,0.0273,-0.0073,0.9819,0.2887,0.735,0.1663,1001.364,hard_decel,28.26,6.0,1
187,966662,0.0656,-0.024,0.9517,0.3413,-0.49,0.3063,1001.3713,hard_decel,28.32,6.06,1
188,973922,0.064,0.08,0.9058,-1.1113,2.6075,0.7788,1000.0037,hard_decel,35.58,0.0,2
189,973982,0.0251,-0.1498,0.8957,-3.9113,5.2675,-0.3762,1000.0518,hard_decel,35.64,0.06,2
190,974042,0.1169,0.1068,1.0905,0.3675,-6.7812,0.945,1000.0574,hard_decel,35.7,0.12,2
191,974102,0.0855,0.0639,1.0214,-2.4413,0.5863,0.2537,1000.083,hard_decel,35.76,0.18,2
192,974162,0.1401,0.0203,1.2364,0.5775,2.8438,-0.2537,1000.0959,hard_decel,35.82,0.24,2
193,974222,0.0268,-0.1222,0.7649,-2.6075,1.2337,0.0962,1000.0767,hard_decel,35.88,0.3,2
194,974282,0.1035,-0.0714,1.1019,-1.0237,4.095,0.0613,1000.0979,hard_decel,35.94,0.36,2
195,974342,0.148,0.104,1.2019,0.0525,4.865,0.4638,1000.1709,hard_decel,36.0,0.42,2
196,974402,0.1278,-0.0625,0.8439,-0.8925,-1.785,0.0787,1000.1421,hard_decel,36.06,0.48,2
197,974462,0.2681,-0.0569,1.0855,-0.35,-2.4762,-0.455,1000.1677,hard_decel,36.12,0.54,2
198,974522,0.3941,0.1178,1.0011,1.3913,-1.4088,-0.2887,1000.1824,hard_decel,36.18,0.6,2
199,974582,0.5283,0.1283,1.0124,-2.3888,-0.77,-0.2537,1000.1714,hard_decel,36.24,0.66,2
200,974642,0.4853,-0.0227,1.2124,1.2162,-1.12,0.8662,1000.1565,hard_decel,36.3,0.72,2
201,974702,0.2984,-0.0049,0.986,-2.0825,3.3775,0.7088,1000.165,hard_decel,36.36,0.78,2
202,974762,0.2711,0.131,0.8438,2.7825,-6.0725,0.665,1000.2139,hard_decel,36.42,0.84,2
