,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,segment_time_sec
179,972662,0.0256,-0.0937,0.9806,-0.4462,0.6388,10.6488,1000.9822,left_u_turn,7.08,1,0.84
180,972722,0.002,-0.0596,0.9584,-0.945,1.3038,11.6025,1000.9966,left_u_turn,7.14,1,0.9
181,972782,0.0073,-0.0775,0.9391,-2.8525,0.035,12.2413,1000.9846,left_u_turn,7.2,1,0.96
182,972842,0.0839,-0.1367,1.0507,-0.5512,1.5662,13.265,1000.9949,left_u_turn,7.26,1,1.02
183,972902,0.0776,-0.1193,1.0139,-0.805,0.0088,13.5275,1000.9905,left_u_turn,7.32,1,1.08
184,972962,0.0495,-0.1413,0.9633,-0.245,-0.8313,14.4725,1001.0,left_u_turn,7.38,1,1.14
185,973022,0.0415,-0.1379,1.0621,-0.0175,0.63,14.9537,1000.9966,left_u_turn,7.44,1,1.2
186,973082,0.0739,-0.0646,1.0022,-1.5488,-1.1988,16.6075,1000.9944,left_u_turn,7.5,1,1.26
187,973142,-0.0062,-0.1282,0.9862,-0.6125,0.7962,16.6775,1001.0034,left_u_turn,7.56,1,1.32
188,973202,0.0356,-0.1547,1.0203,-1.715,2.9838,17.3687,1000.988,left_u_turn,7.62,1,1.38
189,973262,0.0176,-0.237,0.9784,-1.1375,0.3237,17.3512,1000.9946,left_u_turn,7.68,1,1.44
190,973322,0.058,-0.1258,1.039,0.1488,0.7437,18.6725,1000.9929,left_u_turn,7.74,1,1.5
191,973382,0.0037,-0.1659,0.9192,0.28,-0.4112,19.705,1000.9902,left_u_turn,7.8,1,1.56
192,973442,0.0722,-0.131,1.0168,0.385,-0.3325,20.4137,1000.9939,left_u_turn,7.86,1,1.62
193,973502,0.0342,-0.1513,0.9745,0.5075,0.2713,21.0525,1000.9919,left_u_turn,7.92,1,1.68
194,973562,0.0488,-0.1583,0.9669,0.0,1.82,21.7612,1000.9963,left_u_turn,7.98,1,1.74
195,973622,0.06,-0.124,1.0009,-1.8463,0.9187,22.82,1000.9973,left_u_turn,8.04,1,1.8
196,973682,0.0691,-0.0989,1.1082,-1.2775,-1.05,23.625,1001.0037,left_u_turn,8.1,1,1.86
197,973742,0.0764,-0.1581,0.9947,-3.4037,-0.9275,24.4475,1001.0044,left_u_turn,8.16,1,1.92
198,973802,0.0664,-0.2103,1.0792,-3.9375,-2.6163,24.57,1001.0107,left_u_turn,8.22,1,1.98
199,973862,0.101,-0.2228,1.1093,-0.105,1.6187,25.0075,1001.0149,left_u_turn,8.28,1,2.04
200,973922,0.1124,-0.2033,1.034,-0.8575,-0.6825,25.8563,1001.0142,left_u_turn,8.34,1,2.1
201,973982,0.0397,-0.212,0.8977,-1.33,-2.66,26.5212,1001.009,left_u_turn,8.4,1,2.16
202,974042,0.1003,-0.1259,0.9548,0.8838,-1.7587,27.4312,1001.0103,left_u_turn,8.46,1,2.22
203,974102,0.0597,-0.1732,0.926,2.8788,1.4963,27.965,1001.0122,left_u_turn,8.52,1,2.28
204,974162,0.0506,-0.1632,0.9337,1.2075,-1.0412,28.1488,1001.0132,left_u_turn,8.58,1,2.34
205,974222,0.0422,-0.1754,1.0074,2.485,0.4812,28.1488,1001.0095,left_u_turn,8.64,1,2.4
206,974282,0.0398,-0.1847,0.9636,1.19,0.6737,28.5425,1001.0095,left_u_turn,8.7,1,2.46
207,974342,0.0627,-0.138,1.0009,2.1088,0.49,28.9888,1001.0139,left_u_turn,8.76,1,2.52
208,974402,0.0363,-0.1427,0.9536,0.5775,0.42,28.8925,1001.0117,left_u_turn,8.82,1,2.58
209,974462,0.029,-0.1554,0.9501,-1.5312,-0.9975,29.6537,1001.0195,left_u_turn,8.88,1,2.64
210,974522,0.0192,-0.2011,1.0133,-0.3413,1.4963,30.0212,1001.0166,left_u_turn,8.94,1,2.7
211,974582,0.0857,-0.1669,1.0331,0.7175,-3.2462,29.9688,1001.0203,left_u_turn,9.0,1,2.76
212,974642,0.0428,-0.1356,0.9846,0.8838,-0.0437,29.9075,1001.0203,left_u_turn,9.06,1,2.82
